Season_number,Week,home_team,away_team,result,home_lineup,away_lineup
1998,10,Liverpool,Manchester United,L,StephenHunt-ArmandTraore-ChrisEagles-TheoWalcott-BenWatson-ChristopheBerra-MortenGamstPedersen-PhilBardsley-JussiJääskeläinen-StephenWarnock-ChrisHerd,SamRicketts-DavidStockdale-PauloFerreira-KyleNaughton-WesBrown-CiaranClark-MatthewEtherington-TimHoward-JamieO'Hara-JoséBosingwa-DannyGabbidonOwn
1998,10,Stoke City,Manchester City,D,JamesMcArthur-MikelArteta-DarrenBent-JohnTerry-KevinDavies-PhilJagielka-HeidarHelguson-RogerJohnson-JamesMorrison-AshleyWilliams-LouisSaha,CheickTioté-RitchiedeLaet-DannyGraham-StevenReidOwn-JonnyEvans-ShaunDerry-RobbieKeane-RossTurnbull-TimKrul-RyanBennett-JoeyBarton
1998,10,Everton,Sunderland,L,ElliottWard-DiniyarBilyaletdinov-SebastianLarsson-TitusBramble-PatrickvanAanholt-JamesMcClean-SimonMignolet-JonathanWaltersPen.Scored-GabrielAgbonlahor-SebastiánCoates-LeonBritton,NedumOnuoha-RyanGiggs-FabriceMuamba-NeilTaylor-DamienDuff-KerimFrei-RossBarkley-MatthewKilgallon-AngelRangel-DavidDavis-PatriceEvra
1998,10,Wigan Athletic,Wolverhampton Wanderers,L,AhmedElMohamady-StephenDobbie-AlexandreSong-DenisStracqualursi-PapissDembaCissé-ConnorWickham-TomasRosicky-RadosavPetrovic-CarlJenkinson-RichardDunne-JonnyHowson,JermaineJenas-JackRodwell-NenadMilijas-NikoKranjcar-BacarySagna-MarcusOlsson-Nani-DavidEdwards-ChicharitoPen.Scored-JonathanWalters-MarkDavies
1998,10,Norwich City,Queens Park Rangers,W,AdamDrury-BredeHangeland-AntoineFortuné-CharlieAdam-JoeRiley-JordanHenderson-StevenPienaar-CharlieAdamOwn-StephenWarnockOwn-DavidWheater-KarlHenry,DavidDunn-MartinSkrtelOwn-AndersLindegaard-PhilNeville-MatthewConnolly-RafaelvanderVaart-DannySimpson-DeclanRudd-JamesCollins-StephenWard-BradleyOrr
1998,10,Arsenal,Bolton Wanderers,L,GylfiSigurdsson-AaronLennon-FabricioColoccini-Coker-TimCahill-RobinvanPersie-EmmersonBoyce-TommySmith-EricLichaj-AndyCarroll-Rafael,SylvainMarveaux-DanielAggerOwn-JayBothroyd-ThomasVermaelen-PhilJones-YoussoufMulumbu-AnthonyModeste-MarcTierney-ScottSinclair-DavideSanton-ElliottBennett
1998,10,Newcastle United,Fulham,D,VictorAnichebe-ChrisBairdOwn-MaynorFigueroa-TomCleverley-Fabio-MichaelEssien-EmmanuelAdebayor-RaulMeireles-StevenTaylor-SalomonKalou-LuisAntonioValencia,BarryBannan-MarioBalotelliPen.Scored-ScottDann-CarlosCuellar-KieranRichardson-Alex-JonásGutiérrez-KeithAndrews-WilliamGallas-JamesMilner-RoryDelap
1998,11,West Bromwich Albion,Aston Villa,W,FraizerCampbell-PeterCrouch-KieranGibbs-SamHutchinson-ZoltánGera-PepeReina-GarethBarry-JonFlanagan-TuncaySanli-MichelVorm-ScottSinclairPen.Scored,MarouaneChamakh-DembaBa-GonzaloJara-AdelTaarabt-MarkGower-FlorentMalouda-SimonDavies-Ekotto-SotiriosKyrgiakos-JamesPerch-JeromeThomas
1998,11,Tottenham Hotspur,Chelsea,D,PaulScholes-JamesMcFadden-LeonOsman-Doni-TimReam-BenAmos-StiliyanPetrov-ClintHill-WayneRooney-MahamadouDiarra-JonathanWoodgate,JaySpearing-StefanSavic-HenriqueHilário-YayaTouré-ChrisBaird-ÁkosBuzsáky-DarrenFletcher-GrahamDorrans-KevinDoyleOwn-GrétarSteinsson-EmmanuelFrimpong
1998,11,Blackburn Rovers,Liverpool,W,AdamHenley-GabrielObertan-PetrCech-LaurentKoscielny-StewartDowning-FitzHall-DavidJones-MohamedDiamé-DannyMurphyPen.Scored-JakeLivermore-BrettEmerton,LeightonBaines-PhilBardsley-ChristopheBerra-StephenHunt-JussiJääskeläinen-RyanShawcross-AsamoahGyan-TheoWalcott-ZdenekGrygera-MartinOlsson-ArmandTraore
1998,11,Swansea City,Stoke City,W,MartinKelly-AlexOxlade-LeroyLita-SamirNasri-DavidPizarro-AshleyYoung-MatthewJarvis-AndrewCrofts-GaëlGivet-MarcosAlonso-MichaelDawson,DarrenBent-Ramires-AshleyWilliams-RogerJohnson-StephenHuntPen.Scored-CraigBellamy-PhilJagielka-AntolínAlcaraz-LouisSaha-HeidarHelguson-Sandro
1998,11,Manchester United,Everton,D,KyleWalker-MarkSchwarzer-PauloFerreira-CiaranClark-LeightonBainesPen.Scored-BryanRuiz-MatthewEtherington-JamieO'Hara-AnthonyPilkington-MicahRichards-TimHoward,BradGuzan-DiniyarBilyaletdinov-CraigGardner-GabrielAgbonlahor-KoloTouré-StevenCaulker-JonathanWaltersPen.Scored-SebastiánCoates-SimonMignolet-DavidFox-JamesMcClean
1998,11,Manchester City,Wigan Athletic,L,MichaelKightly-JonnyEvans-JoeyBarton-TimKrul-CheickTioté-JackColback-DannyGraham-DjibrilCissé-RyanBennett-StevenReidOwn-DaviddeGea,RichardDunne-Chicharito-JoséEnrique-BenoitAssou-JonnyHowson-PeterOdemwingie-PabloZabaleta-DannyWelbeck-JazzRichards-JohnObiMikel-ConnorWickham
1998,11,Sunderland,Norwich City,W,JasonLowe-RyanGiggs-Anderson-JohanDjourou-SteveSidwell-FabriceMuamba-ChrisMartin-DavidDavis-PeterCrouchOwn-KerimFrei-NedumOnuoha,BredeHangeland-CraigDawson-NicklasBendtner-SteveMorison-JordanHenderson-DannyHigginbotham-AaronRamseyOwn-JamesMcCarthy-RonnieStam-JoeAllen-AnthonyForde
1998,11,Wolverhampton Wanderers,Arsenal,D,KeirenWestwood-JermaineJenas-LucasLeiva-DanielAyala-RubénRochina-MarcusOlsson-PaulRobinson-ChicharitoPen.Scored-WayneRooneyPen.Scored-JonathanWalters-JoshMcEachran,GylfiSigurdsson-RioFerdinand-Coker-NikicaJelavic-TommySmith-RobinvanPersie-AndyCarroll-KemyAgustien-EmmersonBoyce-TimCahill-AaronLennon
1998,11,Queens Park Rangers,Newcastle United,L,GaryCaldwell-ParkJi-AndersLindegaard-SimonLappin-PhilNeville-DeclanRudd-MarkBunn-StephenWard-LukaModric-BradleyOrr-DavidDunn,NeilTaylorOwn-LuisAntonioValencia-MichaelEssien-StevenNzonzi-HugoRodallega-DarrenPratley-StevenTaylor-LedleyKing-TomCleverley-ChrisBairdOwn-VictorAnichebe
1998,11,Bolton Wanderers,Fulham,D,NicolasAnelka-TonyHibbert-PhilJones-SylvainMarveaux-StevenFletcher-YoussoufMulumbu-ElliottBennett-Phillips-AnthonyModeste-RyanBertrand-OriolRomeu,SéamusColeman-BarryBannan-MagayeGueye-JeanBeausejour-MarioBalotelliPen.Scored-RoryDelap-ScottDann-SylvainDistin-BradleyJohnson-WilliamGallas-AdamJohnson
1998,12,Chelsea,West Bromwich Albion,L,GrétarSteinsson-DarrenFletcher-DirkKuyt-YohanCabaye-JamesMilnerPen.Scored-MartinPetrov-GlenJohnson-ÁkosBuzsáky-MartonFülöp-GrahamDorrans-JaySpearing,CarlosTevez-ScottParker-SteveGohouri-FraizerCampbell-ScottSinclairPen.Scored-LiamRidgewell-CameronJerome-Blake-JonFlanagan-ZoltánGera-SamHutchinson
1998,12,Liverpool,Aston Villa,W,StephenWarnock-PhilBardsley-DavidN'Gog-MartinOlsson-JussiJääskeläinen-ChrisEagles-BenWatson-LandonDonovan-LeightonBaines-AndreyArshavin-MortenGamstPedersen,Ekotto-JamesPerch-DembaBa-ConorSammon-TonyHibbertOwn-GonzaloJara-DidierDrogbaPen.Scored-SimonDavies-FlorentMalouda-BenWatsonPen.Scored-RadekCerny
1998,12,Stoke City,Tottenham Hotspur,D,Ramires-Sandro-Chamberlain-StephenHuntPen.Scored-KevinDavies-DarrenBent-JohnTerry-AshleyWilliams-NathanDelfouneso-JamesMcArthur-HeidarHelguson,AndréSantos-StiliyanPetrov-LeonOsman-JamesMcFadden-DeanWhitehead-JonathanWoodgate-AaronHughes-DavidSilva-ClintHill-CharlesN'Zogbia-AlbertCrusat
1998,12,Everton,Blackburn Rovers,W,CraigGardner-BradGuzan-SebastianLarsson-ZakWhitbread-GabrielAgbonlahor-JonathanWaltersPen.Scored-ElliottWard-ChristopherSamba-TayeTaiwo-KoloTouré-StevenCaulker,DannyGrahamOwn-AsmirBegovic-JoeHart-BillyJones-JakeLivermore-GabrielObertan-KevinFoley-AdamHenley-LukeMoore-PetrCech-DavidJones
1998,12,Wigan Athletic,Swansea City,L,EggertJónsson-JonnyHowson-DavidGoodwillie-AndyWilkinson-DannyWelbeck-TomasRosicky-ConnorWickham-PeterOdemwingie-GarryMonk-RadosavPetrovic-Marc,SimonCox-AshleyYoung-MartinKelly-AntonFerdinand-SamirNasri-AndrewCrofts-MatthewJarvis-AlexOxlade-AndreaOrlandi-MarioBalotelli-LeroyLita
1998,12,Norwich City,Manchester United,D,AliAlHabsi-NigeldeJong-DavidWheater-JordanHenderson-StevenPienaar-DarronGibson-CharlieAdam-AlejandroFaurlin-AdamDrury-DannyHigginbotham-SomenTchoyi,JuanMata-PauloFerreira-TimHoward-AnthonyPilkington-GrantHanley-LeeCattermole-MarkSchwarzer-BryanRuiz-DannyGabbidonOwn-LeightonBainesPen.Scored-JamieO'Hara
1998,12,Arsenal,Manchester City,W,JonasOlsson-YounesKaboul-Coker-LukeYoung-Piscu-TimCahill-EricLichaj-DannyGuthrie-AaronLennon-TommySmith-ChrisSmalling,RobbieKeane-CheickTioté-JonnyEvans-BobbyZamoraPen.Scored-DicksonEtuhu-StevenReidOwn-MichaelKightly-JackColback-DjibrilCissé-BradFriedel-DannyGraham
1998,12,Newcastle United,Sunderland,L,Fabio-MichaelEssien-DarrenPratley-MarcAlbrighton-RyoMiyaichi-FrancoDiSanto-RaulMeireles-BenFoster-WilsonPalacios-StevenTaylor-LuisAntonioValencia,NemanjaVidic-ChrisMartin-JasonLowe-NedumOnuoha-GabrielTamas-PeterCrouchOwn-AngelRangel-RossBarkley-StevenReid-JermainDefoe-PatriceEvra
1998,12,Fulham,Wolverhampton Wanderers,L,DavidVaughan-MaxiRodríguez-BradleyJohnson-ScottDann-AdamJohnson-BarryBannan-KeithAndrews-CarlosCuellar-WilliamGallas-JamesMilner-MíchelSalgado,JoshMcEachran-SergioAgüeroPen.Scored-StevenGerrard-ChicharitoPen.Scored-NikoKranjcar-DimitarBerbatov-DidierDrogba-JonathanWalters-MauroFormica-BacarySagna-LucasLeiva
1998,12,Bolton Wanderers,Queens Park Rangers,W,OriolRomeu-RicardoFuller-Gervinho-FábioAurélio-MattUpson-TonyHibbert-NicolasAnelka-MarcTierney-ThomasVermaelen-Phillips-PhilJones,GaryCaldwell-ParkJi-PhilNeville-NikicaJelavicPen.Scored-MatthewConnolly-FabianDelph-BradleyOrr-RafaelvanderVaart-AndersLindegaard-AndreasWeimann-JohnRuddy
1998,13,West Bromwich Albion,Liverpool,W,Blake-CameronJerome-WesHoolahan-ScottSinclairPen.Scored-ZoltánGera-TuncaySanli-PepeReina-PaddyKenny-SamHutchinson-ScottParker-DavidJuniorHoilett,TheoWalcott-AshleyCole-PhilBardsley-ChristopheBerra-ChrisHerd-StephenWarnock-GarethBale-ChrisEagles-AndreyArshavin-MartinOlsson-AsamoahGyan
1998,13,Chelsea,Stoke City,D,MartinPetrovPen.Scored-DarrenFletcher-ÁkosBuzsáky-Yakubu-AndrewJohnson-EmmanuelFrimpong-MartinPetrov-HenriqueHilário-HatemBenArfa-KevinDoyleOwn-GlenJohnson,JamesMorrison-DanielAgger-CraigBellamy-AshleyWilliams-ShaunMaloney-StephenHuntPen.Scored-YakubuPen.Scored-Chamberlain-DorusdeVries-PhilJagielka-MikelArteta
1998,13,Aston Villa,Everton,L,SotiriosKyrgiakos-HeidarHelgusonPen.Scored-RomeluLukaku-AdelTaarabt-TonyHibbertOwn-DidierDrogbaPen.Scored-ConorSammon-DanielSturridge-AlanHutton-RadekCerny-JamesPerch,LeonBest-TayeTaiwo-SimonMignolet-RyanShotton-GabrielAgbonlahor-JamesMcClean-DedryckBoyata-ChristopherSamba-DavidFox-ZakWhitbread-RicardoGardner
1998,13,Tottenham Hotspur,Wigan Athletic,W,DavidSilva-ClintHill-JamesMcFadden-JonathanWoodgate-WayneRooney-Doni-YossiBenayoun-MichaelTurner-TimReam-ShayGiven-StiliyanPetrov,FrancisCoquelin-Chicharito-RadosavPetrovic-TomasRosicky-ConnorWickham-PapissDembaCissé-DavidGoodwillie-PeterOdemwingie-BenoitAssou-PabloZabaleta-GaryGardner
1998,13,Blackburn Rovers,Norwich City,L,GabrielObertan-WayneBridge-JoeHart-JermainePennant-PetrCech-StewartDowning-DannyGrahamOwn-MohamedDiamé-AsmirBegovic-AaronWilbraham-LaurentKoscielny,CharlieAdam-AnthonyForde-AaronRamseyOwn-SteveMorison-RonnieStam-CraigDawson-DavidWheater-SomenTchoyi-StevenPienaar-KieronDyer-KarlHenry
1998,13,Swansea City,Arsenal,L,RichardStearman-SimonCox-JohnHeitinga-DavidPizarro-AlexOxlade-MartinKelly-VedranCorluka-MichaelDawson-AntonFerdinand-MatthewJarvis-MarioBalotelli,IvanKlasnic-ShaneDuffy-TimCahill-LukeYoung-DannyGuthrie-NikicaJelavic-FabricioColoccini-Rafael-AndyCarroll-AaronRamsey-KevinDoyle
1998,13,Manchester United,Newcastle United,W,GrantHanley-WayneRoutledge-PauloFerreira-JohnO'Shea-JoséBosingwa-LeightonBainesPen.Scored-MicahRichards-SamRicketts-LeeCattermole-AnthonyPilkington-MarkSchwarzer,MarcAlbrighton-NeilTaylorOwn-DarrenPratley-VictorAnichebe-Fabio-RaulMeireles-MartinSkrtel-MousaDembélé-HugoRodallega-EmmanuelAdebayor-FrancoDiSanto
1998,13,Manchester City,Fulham,W,DannyGraham-MichaelKightly-JohnArneRiise-DicksonEtuhu-RobbieKeane-JodyCraddock-SergioAgüero-CraigGordon-RitchiedeLaet-DaviddeGea-JoeyBarton,ThomasVermaelenOwn-GlennWhelan-SéamusColeman-KieranRichardson-Alex-CarlosCuellar-ScottDann-BradleyJohnson-BarryBannan-WilliamGallas-MíchelSalgado
1998,13,Sunderland,Bolton Wanderers,L,DavidLuiz-NedumOnuoha-LuisSuárez-RossBarkley-AngelRangel-Anderson-NeilTaylor-KerimFrei-FabriceMuamba-JohanDjourou-SteveSidwell,MattUpson-YoussoufMulumbu-RicardoFuller-NicolasAnelka-ScottSinclair-SylvainMarveaux-TonyHibbert-StevenFletcher-GeorgeElokobi-NathanBaker-JasonRoberts
1998,13,Wolverhampton Wanderers,Queens Park Rangers,W,Nani-DanielAyala-DimitarBerbatov-JonathanWalters-StevenGerrard-DJCampbell-PaulRobinson-NenadMilijas-DavidEdwards-JoshMcEachran-MarkDavies,MichaelCarrick-GaryCaldwell-BradleyOrr-DeclanRudd-JohnRuddy-NikicaJelavicPen.Scored-AndreasWeimann-RyanTaylor-GrantHoltPen.Scored-PavelPogrebnyak-LukaModric
1998,14,Stoke City,West Bromwich Albion,L,Chamberlain-PhilJagielka-JamesMorrison-LeonBarnett-CraigBellamy-ShaunMaloney-LouisSaha-Ramires-NathanDelfouneso-DarrenBent-YakubuPen.Scored,SteveGohouri-PeterLøvenkrands-ScottParker-DavidJuniorHoilett-CameronJerome-AdamHammill-PaulScharner-TuncaySanli-JonFlanagan-FraizerCampbell-WesHoolahan
1998,14,Everton,Liverpool,L,TitusBramble-CraigGardner-ChristopherSamba-NickyShorey-ElliottWard-StevenCaulker-PatrickvanAanholt-DavidFox-DannyGabbidon-SebastianLarsson-TayeTaiwo,RoystonDrenthe-StephenHunt-TheoWalcott-LeightonBaines-MartinOlsson-DavidN'Gog-StephenWarnock-JussiJääskeläinen-AndreyArshavin-MikeWilliamson-PhilBardsley
1998,14,Wigan Athletic,Chelsea,L,GaryGardner-JohnObiMikel-GarryMonk-BenoitAssou-AlexandreSong-PabloZabaleta-Marc-PapissDembaCissé-CarlJenkinson-DannyWelbeck-DenisStracqualursi,MartonFülöp-AndrewJohnson-DarrenBentPen.Scored-DannyGrahamPen.Scored-SholaAmeobi-StefanSavic-HatemBenArfa-MartinPetrovPen.Scored-KevinDoyleOwn-MarouaneFellaini-MartinPetrov
1998,14,Norwich City,Aston Villa,W,AliAlHabsi-BredeHangeland-NigeldeJong-SomenTchoyi-AntoineFortuné-DavidWheater-JoeAllen-CharlieAdam-DarronGibson-JordanHenderson-StephenWarnockOwn,FlorentMalouda-DembaBa-AdlèneGuédioura-JeromeThomas-RomeluLukaku-HeidarHelgusonPen.Scored-MarouaneChamakh-ShaunWright-MarkGower-SimonDavies-JoleonLescott
1998,14,Arsenal,Tottenham Hotspur,L,FabricioColoccini-Piscu-JonasOlsson-EmmersonBoyce-AndyCarroll-FrankLampardPen.Scored-IvanKlasnic-ChrisBrunt-LukeYoung-AaronLennon-YounesKaboul,DeanWhitehead-WayneRooney-CharlesN'Zogbia-JamesMcFadden-AlbertCrusat-MahamadouDiarra-JermaineBeckford-DavidSilva-TimReam-BobbyZamora-KenwyneJones
1998,14,Newcastle United,Blackburn Rovers,L,VictorAnichebe-TomCleverley-BenFoster-SalomonKalou-FrancoDiSanto-HugoRodallega-MaynorFigueroa-StevenNzonzi-MartinSkrtel-StevenTaylor-DarrenPratley,BrettEmerton-KevinFoley-LaurentKoscielny-JordiGómez-JermainePennant-StewartDowning-AsmirBegovic-DavidJones-AdamHenley-EdinDzeko-PetrCech
1998,14,Fulham,Swansea City,L,JamieCarragher-CarlosCuellar-KeithAndrews-SylvainDistin-BradleyJohnson-BarryBannan-SéamusColeman-WilliamGallas-MaxiRodríguez-AdamJohnson-JamesMilner,DavidPizarro-AndreaOrlandi-LeroyLita-MatthewJarvis-AshleyYoung-MarcosAlonso-MichaelDawson-FrankLampard-MartinKelly-GaryCaldwellOwn-DimitarBerbatovPen.Scored
1998,14,Bolton Wanderers,Manchester United,L,MarcTierney-DavideSanton-StevenFletcher-ElliottBennett-AnthonyModeste-PhilJones-AdamBogdan-JayBothroyd-OriolRomeu-RyanBertrand-MattUpson,JamieO'Hara-KyleNaughton-DannyGabbidonOwn-JuanMata-WayneRoutledge-JoséBosingwa-LeightonBainesPen.Scored-KyleWalker-MatthewEtherington-TimHoward-MarkSchwarzer
1998,14,Queens Park Rangers,Manchester City,W,MarkBunn-DannySimpson-RyanTaylor-StephenWard-DeclanRudd-GaëlClichy-JamesCollins-FabianDelph-AndersLindegaard-PavelPogrebnyak-PhilNeville,PerMertesacker-CraigGordon-BradFriedel-DannyMurphy-JackColback-JodyCraddock-JonnyEvans-JohnArneRiise-StevenReidOwn-ShaunDerry-CheickTioté
1998,14,Wolverhampton Wanderers,Sunderland,L,SergioAgüeroPen.Scored-PaulRobinson-MarcusOlsson-DimitarBerbatov-WayneRooneyPen.Scored-KeirenWestwood-BacarySagna-LucasLeiva-JackRodwell-ChicharitoPen.Scored-DJCampbell,DamienDuff-JasonLowe-AngelRangel-RossBarkley-JohanDjourou-RyanGiggs-KerimFrei-SteveSidwell-DavidLuiz-JermainDefoe-GaryCahill
1998,15,West Bromwich Albion,Everton,W,DavidJuniorHoilett-ScottSinclairPen.Scored-PaddyKenny-PeterCrouch-ScottParker-ThomasSørensen-PaulScharner-CameronJerome-PeterLøvenkrands-KieranGibbs-AdamHammill,SimonMignolet-BradGuzan-ChristopherSamba-EmileHeskey-CraigGardner-RicardoGardner-TayeTaiwo-DannyGabbidon-LeonBest-TitusBramble-DedryckBoyata
1998,15,Stoke City,Wigan Athletic,D,KevinDavies-AshleyWilliams-AntolínAlcaraz-DarrenBent-CraigBellamy-JamesMorrison-JamesMcArthur-HarisVuckic-MikelArteta-Sandro-DorusdeVries,Chicharito-PeterOdemwingie-DenisStracqualursi-JohnObiMikel-TomasRosicky-Marc-StephenDobbie-JonnyHowson-RadosavPetrovic-EggertJónsson-GaryGardner
1998,15,Liverpool,Norwich City,D,AndreyArshavin-AsamoahGyan-MortenGamstPedersen-StephenHunt-ChrisEagles-MikeWilliamson-StephenWarnock-JussiJääskeläinen-BenWatson-ZdenekGrygera-LandonDonovan,CraigDawson-JordanHenderson-CharlieAdam-AaronRamseyOwn-BredeHangeland-DannyHigginbotham-NigeldeJong-SomenTchoyi-AlejandroFaurlin-DavidWheater-AntoineFortuné
1998,15,Chelsea,Arsenal,L,DarrenFletcher-EmmanuelFrimpong-StefanSavic-DarrenBentPen.Scored-DirkKuyt-AndrewJohnson-KevinDoyleOwn-JamesMilnerPen.Scored-DannyGrahamPen.Scored-HenriqueHilário-AndrewSurman,KemyAgustien-Coker-LukeYoung-JonasOlsson-ChrisSmalling-AaronLennon-Piscu-AndyCarroll-EmmersonBoyce-EricLichaj-KevinDoyle
1998,15,Aston Villa,Newcastle United,L,RomeluLukaku-DidierDrogbaPen.Scored-GonzaloJara-DanielSturridge-DembaBa-JoleonLescott-BenWatsonPen.Scored-AdlèneGuédioura-ConorSammon-Ekotto-AdelTaarabt,MartinSkrtel-EmmanuelAdebayor-SalomonKalou-TomCleverley-HugoRodallega-MarcAlbrighton-JonjoShelvey-LuisAntonioValencia-RaulMeireles-Fabio-RyoMiyaichi
1998,15,Tottenham Hotspur,Fulham,W,AndréSantos-BobbyZamora-JamesMcFadden-LeonOsman-BenAmos-StéphaneSessegnon-MichaelTurner-AlbertCrusat-JonathanWoodgate-MahamadouDiarra-TimReam,SéamusColeman-JamesMilner-CarlosCuellar-WilliamGallas-RoryDelap-SylvainDistin-ScottDann-JamieCarragher-DavidVaughan-AdamJohnson-KeithAndrews
1998,15,Blackburn Rovers,Bolton Wanderers,D,FitzHall-LaurentKoscielny-GabrielObertan-JordiGómez-AaronWilbraham-DannyMurphyPen.Scored-DavidJones-WayneBridge-JermainePennant-JamieMackie-JakeLivermore,TonyHibbert-JasonRoberts-StevenFletcher-FábioAurélio-ScottSinclair-Phillips-ThomasVermaelen-DanielAggerOwn-DavideSanton-NicolasAnelka-ZatKnight
1998,15,Swansea City,Queens Park Rangers,L,AlexOxlade-SamirNasri-VedranCorluka-GaëlGivet-MarcosAlonso-DimitarBerbatovPen.Scored-DavidPizarro-AleksandarKolarov-AndreaOrlandi-StephenIreland-FrankLampard,DavidDunn-BradleyOrr-AndersLindegaard-JohnRuddy-JamesCollins-MatthewConnolly-NikicaJelavicPen.Scored-MartinSkrtelOwn-RyanTaylor-MichaelCarrick-GrantHolt
1998,15,Manchester United,Wolverhampton Wanderers,L,JamieO'Hara-JohnO'Shea-MatthewEtherington-AnthonyPilkington-SamRicketts-SambaDiakité-KyleNaughton-RonaldZubar-LeeCattermole-CiaranClark-RussellMartin,StevenGerrard-JermaineJenas-DanielAyala-BacarySagna-NenadMilijas-NikoKranjcar-KeirenWestwood-JackRodwell-WayneRooneyPen.Scored-MauroFormica-JoshMcEachran
1998,15,Manchester City,Sunderland,L,RitchiedeLaet-JodyCraddock-DannyGraham-CheickTioté-JonnyEvans-BranislavIvanovic-DicksonEtuhu-BradFriedel-JohnArneRiise-DjibrilCissé-JackColback,GaryCahill-GabrielTamas-MarcWilson-JohanDjourou-DavidLuiz-JermainDefoe-KerimFrei-SteveSidwell-NeilTaylor-NedumOnuoha-ChrisMartin
1998,16,Wigan Athletic,West Bromwich Albion,L,GarryMonk-RadosavPetrovic-GaryGardner-AlexandreSong-PapissDembaCissé-JoséEnrique-RichardDunne-JonnyHowson-Marc-DenisStracqualursi-PabloZabaleta,KieranGibbs-WesHoolahan-MichelVorm-PepeReina-JonFlanagan-DavidJuniorHoilett-LiamRidgewell-Blake-ScottSinclairPen.Scored-AdamHammill-PeterLøvenkrands
1998,16,Norwich City,Everton,D,AdamDrury-SomenTchoyi-JoeRiley-KarlHenry-AntoineFortuné-KieronDyer-RonnieStam-AliAlHabsi-StevenPienaar-DarronGibson-JamesMcCarthy,PatrickvanAanholt-JonathanWaltersPen.Scored-ZakWhitbread-SebastianLarsson-SebastiánCoates-NickyShorey-SimonMignolet-RicardoGardner-LeonBritton-StevenCaulker-RyanShotton
1998,16,Arsenal,Stoke City,W,AaronRamsey-ShaneDuffy-LukeYoung-TimCahill-ChrisSmalling-YounesKaboul-Rafael-KevinDoyle-GylfiSigurdsson-Piscu-RobinvanPersie,ShaunMaloney-DorusdeVries-DarrenBent-JohnTerry-AshleyWilliams-HeidarHelguson-PhilJagielka-CraigBellamy-DanielAgger-YakubuPen.Scored-HarisVuckic
1998,16,Newcastle United,Liverpool,L,StevenTaylor-RaulMeireles-LuisAntonioValencia-Fabio-NeilTaylorOwn-JonjoShelvey-MarcAlbrighton-StevenNzonzi-SalomonKalou-TomCleverley-RyoMiyaichi,GarethBale-NathanDyer-ZdenekGrygera-RoystonDrenthe-MikeWilliamson-TheoWalcott-DavidN'Gog-LeightonBaines-StephenWarnock-MartinOlsson-AsamoahGyan
1998,16,Fulham,Chelsea,W,AdamJohnson-GlennWhelan-SéamusColeman-Alex-KeithAndrews-DavidVaughan-BradleyJohnson-RoryDelap-JamieCarragher-MarioBalotelliPen.Scored-MagayeGueye,DarrenFletcher-GrahamDorrans-GrétarSteinsson-HenriqueHilário-Yakubu-DarrenBentPen.Scored-MartinPetrov-ÁkosBuzsáky-JamesMilnerPen.Scored-YayaTouré-HatemBenArfa
1998,16,Bolton Wanderers,Aston Villa,L,RicardoFuller-SylvainMarveaux-ZatKnight-RyanBertrand-YoussoufMulumbu-AnthonyModeste-MarcTierney-StevenFletcher-ScottSinclair-PhilJones-ElliottBennett,HeidarHelgusonPen.Scored-RadekCerny-DembaBa-FlorentMalouda-JamesPerch-AdelTaarabt-SotiriosKyrgiakos-SimonDavies-RomeluLukaku-ShaunWright-MarouaneChamakh
1998,16,Queens Park Rangers,Tottenham Hotspur,L,ParkJi-GrantHoltPen.Scored-PavelPogrebnyak-PhilNeville-SimonLappin-LukaModric-GaryCaldwell-AndersLindegaard-StephenWard-NikicaJelavicPen.Scored-RafaelvanderVaart,MichaelTurner-ClintHill-DavidSilva-AlbertCrusat-ShaneLong-JamesMcFadden-WayneRooney-StéphaneSessegnon-LeonOsman-Doni-StiliyanPetrov
1998,16,Wolverhampton Wanderers,Blackburn Rovers,W,Nani-MarkDavies-DJCampbell-DanielAyala-WayneHennessey-JermaineJenas-BacarySagna-SergioAgüeroPen.Scored-KeirenWestwood-JonathanWalters-DavidEdwards,JermainePennant-FitzHall-EdinDzeko-DavidJones-MohamedDiamé-SylvanEbanks-ClintDempsey-StewartDowning-WayneBridge-AaronWilbraham-LaurentKoscielny
1998,16,Sunderland,Swansea City,W,MarcWilson-NemanjaVidic-MatthewKilgallon-LuisSuárez-FabriceMuamba-RyanGiggs-RossBarkley-StevenReid-JasonLowe-SteveSidwell-Anderson,VedranCorluka-StephenIreland-AshleyYoung-AndrewCrofts-MarioBalotelli-AleksandarKolarov-AndreaOrlandi-SebastienBassong-JohnHeitinga-LeroyLita-MarcosAlonso
1998,16,Manchester City,Manchester United,L,StevenReidOwn-JonnyEvans-DaviddeGea-RyanBennett-RobbieKeane-DannyRose-RitchiedeLaet-BradFriedel-JoeyBarton-JodyCraddock-DicksonEtuhu,DannyGabbidonOwn-SambaDiakité-MatthewEtherington-MicahRichards-GrantHanley-JoséBosingwa-RussellMartin-DavidStockdale-JuanMata-JohnO'Shea-RonaldZubar
